ARF5	ENST00000000233	ENSCAFT00000002708
NIM1K	ENST00000326035	ENSCAFT00000029486
KIF15	ENST00000326047	ENSCAFT00000022406
FAXDC2	ENST00000326080	ENSCAFT00000027951
EFCAB12	ENST00000326085	ENSCAFT00000007845
MROH1	ENST00000326134	ENSCAFT00000002414
GHRHR	ENST00000326139	ENSCAFT00000004994
HSD11B2	ENST00000326152	ENSCAFT00000032423
GTPBP6	ENST00000326153	ENSCAFT00000070162
NFKBIZ	ENST00000326172	ENSCAFT00000079321
TRAF7	ENST00000326181	ENSCAFT00000030902
PORCN	ENST00000326194	ENSCAFT00000069359
ABCF1	ENST00000326195	ENSCAFT00000046193
SCMH1	ENST00000326197	ENSCAFT00000073997
RPS10	ENST00000326199	ENSCAFT00000087632
SLC37A3	ENST00000326232	ENSCAFT00000006380
OR10A7	ENST00000326258	ENSCAFT00000010203
THOC6	ENST00000326266	ENSCAFT00000078513
TLK2	ENST00000326270	ENSCAFT00000081494
VGLL2	ENST00000326274	ENSCAFT00000045727
SNX18	ENST00000326277	ENSCAFT00000059777
PIBF1	ENST00000326291	ENSCAFT00000008090
CCR8	ENST00000326306	ENSCAFT00000008186
SGSH	ENST00000326317	ENSCAFT00000009079
ZNF639	ENST00000326361	ENSCAFT00000081873
SRRM3	ENST00000326382	ENSCAFT00000047640
RWDD4	ENST00000326397	ENSCAFT00000088487
SLC36A4	ENST00000326402	ENSCAFT00000006811
ITM2C	ENST00000326427	ENSCAFT00000049481
TMIE	ENST00000326431	ENSCAFT00000021669
PEG3	ENST00000326441	ENSCAFT00000046244
TMEM176B	ENST00000326442	ENSCAFT00000048647
ARL6IP6	ENST00000326446	ENSCAFT00000009413
SSH1	ENST00000326495	ENSCAFT00000017924
B3GNT5	ENST00000326505	ENSCAFT00000018761
GDNF	ENST00000326524	ENSCAFT00000043302
TNFRSF12A	ENST00000326577	ENSCAFT00000030714
VSIG2	ENST00000326621	ENSCAFT00000017747
ZBTB33	ENST00000326624	ENSCAFT00000036456
TNNI3K	ENST00000326637	ENSCAFT00000032502
LARP1B	ENST00000326639	ENSCAFT00000006179
ZNF609	ENST00000326648	ENSCAFT00000027075
TMEM150B	ENST00000326652	ENSCAFT00000004083
ERICH3	ENST00000326665	ENSCAFT00000032492
PTPMT1	ENST00000326674	ENSCAFT00000045058
RIT2	ENST00000326695	ENSCAFT00000067356
AATK	ENST00000326724	ENSCAFT00000082945
ATP13A2	ENST00000326735	ENSCAFT00000025109
HARBI1	ENST00000326737	ENSCAFT00000014604
IMPDH2	ENST00000326739	ENSCAFT00000018980
ZNF518B	ENST00000326756	ENSCAFT00000024522
APOLD1	ENST00000326765	ENSCAFT00000059678
FHL5	ENST00000326771	ENSCAFT00000048581
ZKSCAN5	ENST00000326775	ENSCAFT00000023781
ACAP2	ENST00000326793	ENSCAFT00000021302
YME1L1	ENST00000326799	ENSCAFT00000060116
CHRNA3	ENST00000326828	ENSCAFT00000002686
DCAF8	ENST00000326837	ENSCAFT00000085949
DCBLD2	ENST00000326840	ENSCAFT00000061848
OR5AK2	ENST00000326855	ENSCAFT00000068947
ZFP42	ENST00000326866	ENSCAFT00000039075
STK11	ENST00000326873	ENSCAFT00000031055
GSX2	ENST00000326902	ENSCAFT00000003252
NDUFAF3	ENST00000326925	ENSCAFT00000018988
DKK3	ENST00000326932	ENSCAFT00000012527
KLHDC3	ENST00000326974	ENSCAFT00000002776
FLII	ENST00000327031	ENSCAFT00000083357
TMEM86B	ENST00000327042	ENSCAFT00000004105
NOC2L	ENST00000327044	ENSCAFT00000030783
CLRN1	ENST00000327047	ENSCAFT00000013412
CARM1	ENST00000327064	ENSCAFT00000062192
MARCO	ENST00000327097	ENSCAFT00000007904
NR2F1	ENST00000327111	ENSCAFT00000083859
PAK2	ENST00000327134	ENSCAFT00000065867
RBBP8	ENST00000327155	ENSCAFT00000028941
TIMM22	ENST00000327158	ENSCAFT00000047716
OR5M8	ENST00000327216	ENSCAFT00000037947
CETN1	ENST00000327228	ENSCAFT00000029129
ATP10B	ENST00000327245	ENSCAFT00000059558
GBA	ENST00000327247	ENSCAFT00000026904
TMEM151A	ENST00000327259	ENSCAFT00000020311
SLC16A6	ENST00000327268	ENSCAFT00000017643
KHDRBS1	ENST00000327300	ENSCAFT00000017162
EXOSC3	ENST00000327304	ENSCAFT00000003746
NETO1	ENST00000327305	ENSCAFT00000000049
CDCA8	ENST00000327331	ENSCAFT00000005257
FAM186A	ENST00000327337	ENSCAFT00000048363
SEPHS1	ENST00000327347	ENSCAFT00000061546
SMAD3	ENST00000327367	ENSCAFT00000027577
TANGO2	ENST00000327374	ENSCAFT00000084489
XKR4	ENST00000327381	ENSCAFT00000011208
PRR14L	ENST00000327423	ENSCAFT00000049394
BOLA3	ENST00000327428	ENSCAFT00000063876
MIPOL1	ENST00000327441	ENSCAFT00000090005
KPNA7	ENST00000327442	ENSCAFT00000009656
SP1	ENST00000327443	ENSCAFT00000011152
SLC25A18	ENST00000327451	ENSCAFT00000025617
FANCF	ENST00000327470	ENSCAFT00000047781
TNFAIP8L1	ENST00000327473	ENSCAFT00000030194
UBALD2	ENST00000327490	ENSCAFT00000087994
TOB2	ENST00000327492	ENSCAFT00000001664
DZIP1L	ENST00000327532	ENSCAFT00000012007
IFNLR1	ENST00000327535	ENSCAFT00000045916
TNFAIP8L3	ENST00000327536	ENSCAFT00000024328
CCDC60	ENST00000327554	ENSCAFT00000048505
ATP11C	ENST00000327569	ENSCAFT00000043827
MC2R	ENST00000327606	ENSCAFT00000000276
EYA2	ENST00000327619	ENSCAFT00000071901
TRAK1	ENST00000327628	ENSCAFT00000008446
ZNF84	ENST00000327668	ENSCAFT00000063023
FAM110C	ENST00000327669	ENSCAFT00000039016
FUT10	ENST00000327671	ENSCAFT00000010244
SERPINA7	ENST00000327674	ENSCAFT00000066977
SERHL2	ENST00000327678	ENSCAFT00000001503
PARPBP	ENST00000327680	ENSCAFT00000011673
USP45	ENST00000327681	ENSCAFT00000045531
RNF123	ENST00000327697	ENSCAFT00000017969
BTNL9	ENST00000327705	ENSCAFT00000020497
SIX6	ENST00000327720	ENSCAFT00000024751
PLB1	ENST00000327757	ENSCAFT00000008431
NDUFA12	ENST00000327772	ENSCAFT00000010062
FAAP100	ENST00000327787	ENSCAFT00000009275
ZNF704	ENST00000327835	ENSCAFT00000066423
FBLN1	ENST00000327858	ENSCAFT00000093817
KCNK12	ENST00000327876	ENSCAFT00000046978
PHF7	ENST00000327906	ENSCAFT00000015105
OTOL1	ENST00000327928	ENSCAFT00000060700
OR6X1	ENST00000327930	ENSCAFT00000018240
GRID1	ENST00000327946	ENSCAFT00000025292
HEXD	ENST00000327949	ENSCAFT00000060510
IGDCC3	ENST00000327987	ENSCAFT00000027165
RAB11B	ENST00000328024	ENSCAFT00000048184
SLC24A3	ENST00000328041	ENSCAFT00000045725
KLHL15	ENST00000328046	ENSCAFT00000065137
ZNF71	ENST00000328070	ENSCAFT00000081278
ZKSCAN2	ENST00000328086	ENSCAFT00000027693
IL22	ENST00000328087	ENSCAFT00000000647
SPSB1	ENST00000328089	ENSCAFT00000062420
TASOR2	ENST00000328090	ENSCAFT00000008426
DNMT3B	ENST00000328111	ENSCAFT00000011678
KRT36	ENST00000328119	ENSCAFT00000025269
DENND5A	ENST00000328194	ENSCAFT00000084937
KCNA4	ENST00000328224	ENSCAFT00000016301
ODF4	ENST00000328248	ENSCAFT00000088299
PAPPA	ENST00000328252	ENSCAFT00000005614
PPME1	ENST00000328257	ENSCAFT00000008923
CRELD2	ENST00000328268	ENSCAFT00000001103
LRRC14B	ENST00000328278	ENSCAFT00000045302
ST6GALNAC3	ENST00000328299	ENSCAFT00000091230
SLC9A7	ENST00000328306	ENSCAFT00000023451
ENPP7	ENST00000328313	ENSCAFT00000084638
COL7A1	ENST00000328333	ENSCAFT00000080754
PTRHD1	ENST00000328379	ENSCAFT00000038443
RNF135	ENST00000328381	ENSCAFT00000029317
KCNH8	ENST00000328405	ENSCAFT00000009396
MYT1	ENST00000328439	ENSCAFT00000021010
PLCXD3	ENST00000328457	ENSCAFT00000029515
TTC7B	ENST00000328459	ENSCAFT00000045213
HSD17B13	ENST00000328546	ENSCAFT00000088873
ZNF571	ENST00000328550	ENSCAFT00000065339
LRP2BP	ENST00000328559	ENSCAFT00000012115
NLRP10	ENST00000328600	ENSCAFT00000011053
OR51M1	ENST00000328611	ENSCAFT00000037184
PCP4	ENST00000328619	ENSCAFT00000069121
IP6K2	ENST00000328631	ENSCAFT00000019305
CIB1	ENST00000328649	ENSCAFT00000076332
PRSS55	ENST00000328655	ENSCAFT00000012924
KCNJ15	ENST00000328656	ENSCAFT00000015586
ARSI	ENST00000328668	ENSCAFT00000028793
CCDC34	ENST00000328697	ENSCAFT00000044748
HAX1	ENST00000328703	ENSCAFT00000027256
PTPN21	ENST00000328736	ENSCAFT00000027536
VMO1	ENST00000328739	ENSCAFT00000025138
NXPH3	ENST00000328741	ENSCAFT00000044734
ZSWIM9	ENST00000328759	ENSCAFT00000006474
ARMCX2	ENST00000328766	ENSCAFT00000028076
DHX34	ENST00000328771	ENSCAFT00000006692
CLDN6	ENST00000328796	ENSCAFT00000030724
OTOP3	ENST00000328801	ENSCAFT00000007515
WBP2NL	ENST00000328823	ENSCAFT00000001529
CNOT10	ENST00000328834	ENSCAFT00000039548
NOP10	ENST00000328848	ENSCAFT00000047907
FES	ENST00000328850	ENSCAFT00000019585
CLEC4G	ENST00000328853	ENSCAFT00000029086
CAPN12	ENST00000328867	ENSCAFT00000009152
KLHL22	ENST00000328879	ENSCAFT00000023666
TMIGD1	ENST00000328886	ENSCAFT00000030193
GKN2	ENST00000328895	ENSCAFT00000035332
CDYL	ENST00000328908	ENSCAFT00000014981
MCF2L2	ENST00000328913	ENSCAFT00000042743
FOXK1	ENST00000328914	ENSCAFT00000025556
C1S	ENST00000328916	ENSCAFT00000082387
SHMT2	ENST00000328923	ENSCAFT00000000313
SYNGR1	ENST00000328933	ENSCAFT00000070488
OR52A1	ENST00000328942	ENSCAFT00000039054
SDR42E1	ENST00000328945	ENSCAFT00000043975
P2RX7	ENST00000328963	ENSCAFT00000013356
OAF	ENST00000328965	ENSCAFT00000043033
ZGPAT	ENST00000328969	ENSCAFT00000087263
GALR2	ENST00000329003	ENSCAFT00000008084
CALN1	ENST00000329008	ENSCAFT00000017682
NFAM1	ENST00000329021	ENSCAFT00000044687
NFXL1	ENST00000329043	ENSCAFT00000003032
TPO	ENST00000329066	ENSCAFT00000005172
RGMA	ENST00000329082	ENSCAFT00000017456
RFLNB	ENST00000329099	ENSCAFT00000030382
SULT1C3	ENST00000329106	ENSCAFT00000083721
BCAN	ENST00000329117	ENSCAFT00000026481
HGS	ENST00000329138	ENSCAFT00000009350
DDIAS	ENST00000329143	ENSCAFT00000045002
CRIP2	ENST00000329146	ENSCAFT00000066488
PLEKHH1	ENST00000329153	ENSCAFT00000072389
SPPL2C	ENST00000329196	ENSCAFT00000021560
NKX2-5	ENST00000329198	ENSCAFT00000048845
FAM181B	ENST00000329203	ENSCAFT00000045653
CCDC137	ENST00000329214	ENSCAFT00000038251
AP1S2	ENST00000329235	ENSCAFT00000073527
ALX4	ENST00000329255	ENSCAFT00000015028
NOP56	ENST00000329276	ENSCAFT00000010731
BLZF1	ENST00000329281	ENSCAFT00000046941
ZNF599	ENST00000329285	ENSCAFT00000047558
PGBD2	ENST00000329291	ENSCAFT00000005066
OLFML1	ENST00000329293	ENSCAFT00000070745
NUPR2	ENST00000329309	ENSCAFT00000016163
CYLC1	ENST00000329312	ENSCAFT00000046116
YBEY	ENST00000329319	ENSCAFT00000070414
GPR39	ENST00000329321	ENSCAFT00000008026
OR4D9	ENST00000329328	ENSCAFT00000038470
PTP4A3	ENST00000329397	ENSCAFT00000091328
PDLIM1	ENST00000329399	ENSCAFT00000044469
GAST	ENST00000329402	ENSCAFT00000025228
PMCH	ENST00000329406	ENSCAFT00000011681
MARCKSL1	ENST00000329421	ENSCAFT00000036338
OR5P2	ENST00000329434	ENSCAFT00000039698
LMNTD2	ENST00000329451	ENSCAFT00000010536
SRARP	ENST00000329454	ENSCAFT00000025564
TRIM69	ENST00000329464	ENSCAFT00000021658
CARMIL1	ENST00000329474	ENSCAFT00000061311
NPY2R	ENST00000329476	ENSCAFT00000013442
MAPK8IP2	ENST00000329492	ENSCAFT00000000880
GNB1L	ENST00000329517	ENSCAFT00000023033
UNC5A	ENST00000329542	ENSCAFT00000062388
MFSD5	ENST00000329548	ENSCAFT00000011278
RIPPLY3	ENST00000329553	ENSCAFT00000015396
TSPO	ENST00000329563	ENSCAFT00000063239
SNN	ENST00000329565	ENSCAFT00000030005
IL20RB	ENST00000329582	ENSCAFT00000011957
SERPINA5	ENST00000329597	ENSCAFT00000028038
GDPGP1	ENST00000329600	ENSCAFT00000036687
CSF1	ENST00000329608	ENSCAFT00000091871
FAM166C	ENST00000329615	ENSCAFT00000047720
KRTAP8-1	ENST00000329621	ENSCAFT00000014041
PEX26	ENST00000329627	ENSCAFT00000088729
PDE4B	ENST00000329654	ENSCAFT00000074648
ZSCAN22	ENST00000329665	ENSCAFT00000049294
MFSD10	ENST00000329687	ENSCAFT00000092752
TBX1	ENST00000329705	ENSCAFT00000023037
MEX3B	ENST00000329713	ENSCAFT00000021833
IL25	ENST00000329715	ENSCAFT00000018418
C6orf58	ENST00000329722	ENSCAFT00000001639
IRX3	ENST00000329734	ENSCAFT00000015031
FAM43A	ENST00000329759	ENSCAFT00000021313
SLC16A5	ENST00000329783	ENSCAFT00000047060
GPR132	ENST00000329797	ENSCAFT00000048786
MFSD6L	ENST00000329805	ENSCAFT00000027530
ALDH1A3	ENST00000329841	ENSCAFT00000016965
PYCR1	ENST00000329875	ENSCAFT00000067522
CNGA2	ENST00000329903	ENSCAFT00000030410
CALHM1	ENST00000329905	ENSCAFT00000016585
GDF3	ENST00000329913	ENSCAFT00000042973
LRRC36	ENST00000329956	ENSCAFT00000032431
B4GALNT4	ENST00000329962	ENSCAFT00000047480
SIVA1	ENST00000329967	ENSCAFT00000059790
UQCR10	ENST00000330029	ENSCAFT00000019595
ADRA2C	ENST00000330055	ENSCAFT00000023187
IDH2	ENST00000330062	ENSCAFT00000082735
HOXB2	ENST00000330070	ENSCAFT00000026663
RXFP3	ENST00000330120	ENSCAFT00000043044
EIF4ENIF1	ENST00000330125	ENSCAFT00000073674
MRPL54	ENST00000330133	ENSCAFT00000030464
SKA2	ENST00000330137	ENSCAFT00000091148
TRAPPC6B	ENST00000330149	ENSCAFT00000022009
ZNF570	ENST00000330173	ENSCAFT00000047381
SAMD14	ENST00000330175	ENSCAFT00000042829
CABCOCO1	ENST00000330194	ENSCAFT00000059854
LMLN	ENST00000330198	ENSCAFT00000020159
ZDHHC23	ENST00000330212	ENSCAFT00000017099
CRIP1	ENST00000330233	ENSCAFT00000029283
ZKSCAN8	ENST00000330236	ENSCAFT00000018402
RPS17	ENST00000330244	ENSCAFT00000088395
DHRS7C	ENST00000330255	ENSCAFT00000027641
PPP1R27	ENST00000330261	ENSCAFT00000009434
MRTO4	ENST00000330263	ENSCAFT00000024114
ACTL10	ENST00000330271	ENSCAFT00000011909
SV2B	ENST00000330276	ENSCAFT00000017951
SMIM10	ENST00000330288	ENSCAFT00000029999
SMIM10L1	ENST00000330288	ENSCAFT00000021236
CTHRC1	ENST00000330295	ENSCAFT00000001011
WDR4	ENST00000330317	ENSCAFT00000016684
BACE2	ENST00000330333	ENSCAFT00000016134
ATP6V0A2	ENST00000330342	ENSCAFT00000011722
ACTRT3	ENST00000330368	ENSCAFT00000023314
VMA21	ENST00000330374	ENSCAFT00000048727
C1QTNF12	ENST00000330388	ENSCAFT00000049591
EPHB3	ENST00000330394	ENSCAFT00000020769
ATP6V0C	ENST00000330398	ENSCAFT00000030769
RCAN2	ENST00000330430	ENSCAFT00000047949
OPRM1	ENST00000330432	ENSCAFT00000081298
CYP2A13	ENST00000330436	ENSCAFT00000008163
PRKCD	ENST00000330452	ENSCAFT00000013836
CHD3	ENST00000330494	ENSCAFT00000026729
SLC5A2	ENST00000330498	ENSCAFT00000026790
ZNF397	ENST00000330501	ENSCAFT00000028457
GJC1	ENST00000330514	ENSCAFT00000022370
WFDC10B	ENST00000330523	ENSCAFT00000015435
CD86	ENST00000330540	ENSCAFT00000018671
CDCA2	ENST00000330560	ENSCAFT00000014238
INTS5	ENST00000330574	ENSCAFT00000024902
NOC4L	ENST00000330579	ENSCAFT00000010217
ZNF470	ENST00000330619	ENSCAFT00000045096
FBXO21	ENST00000330622	ENSCAFT00000014796
MYADML2	ENST00000330655	ENSCAFT00000009541
TLCD2	ENST00000330676	ENSCAFT00000049778
GRIN2A	ENST00000330684	ENSCAFT00000030136
CMTM4	ENST00000330687	ENSCAFT00000048487
WDR5B	ENST00000330689	ENSCAFT00000018893
MX2	ENST00000330714	ENSCAFT00000073271
FLRT2	ENST00000330753	ENSCAFT00000027456
STING1	ENST00000330794	ENSCAFT00000009197
ALAS2	ENST00000330807	ENSCAFT00000022734
ALG12	ENST00000330817	ENSCAFT00000091931
RAB11FIP1	ENST00000330843	ENSCAFT00000044766
RAB28	ENST00000330852	ENSCAFT00000011215
TMEM89	ENST00000330862	ENSCAFT00000019549
ADSS1	ENST00000330877	ENSCAFT00000029139
SULT4A1	ENST00000330884	ENSCAFT00000001395
ADAP2	ENST00000330889	ENSCAFT00000035392
BEST3	ENST00000330891	ENSCAFT00000000688
DNAJA1	ENST00000330899	ENSCAFT00000002868
SMIM23	ENST00000330910	ENSCAFT00000026754
EVI2B	ENST00000330927	ENSCAFT00000029563
SNX20	ENST00000330943	ENSCAFT00000075330
LRRC8B	ENST00000330947	ENSCAFT00000077705
CCR4	ENST00000330953	ENSCAFT00000007493
NTF3	ENST00000331010	ENSCAFT00000024266
IL3RA	ENST00000331035	ENSCAFT00000017576
PDE6G	ENST00000331056	ENSCAFT00000009298
INPP5J	ENST00000331075	ENSCAFT00000020584
PRMT3	ENST00000331079	ENSCAFT00000039249
REC114	ENST00000331090	ENSCAFT00000028238
CYP2F1	ENST00000331105	ENSCAFT00000008161
H2AC21	ENST00000331128	ENSCAFT00000018355
NPLOC4	ENST00000331134	ENSCAFT00000009294
ENKUR	ENST00000331161	ENSCAFT00000006840
PDGFB	ENST00000331163	ENSCAFT00000067195
CSTF2T	ENST00000331173	ENSCAFT00000049986
DUT	ENST00000331200	ENSCAFT00000092271
FBLN7	ENST00000331203	ENSCAFT00000011460
ALYREF	ENST00000331204	ENSCAFT00000009466
CLN8	ENST00000331222	ENSCAFT00000025898
RTN4RL1	ENST00000331238	ENSCAFT00000042767
DMTF1	ENST00000331242	ENSCAFT00000002866
GLRX3	ENST00000331244	ENSCAFT00000021070
NPBWR1	ENST00000331251	ENSCAFT00000049059
ACP7	ENST00000331256	ENSCAFT00000009040
GLTPD2	ENST00000331264	ENSCAFT00000044841
MORF4L1	ENST00000331268	ENSCAFT00000022421
FBXW4	ENST00000331272	ENSCAFT00000015767
ASCL2	ENST00000331289	ENSCAFT00000016055
SLC25A21	ENST00000331299	ENSCAFT00000044282
RPH3AL	ENST00000331302	ENSCAFT00000030385
DDX59	ENST00000331314	ENSCAFT00000017696
MTA1	ENST00000331320	ENSCAFT00000029278
PURA	ENST00000331327	ENSCAFT00000009238
GLRX5	ENST00000331334	ENSCAFT00000036144
KRBA2	ENST00000331336	ENSCAFT00000093115
IKZF1	ENST00000331340	ENSCAFT00000005412
SNORC	ENST00000331342	ENSCAFT00000044742
CPNE8	ENST00000331366	ENSCAFT00000080895
POMK	ENST00000331373	ENSCAFT00000044872
ZNF789	ENST00000331410	ENSCAFT00000048508
OTOP2	ENST00000331427	ENSCAFT00000081299
TMEM121B	ENST00000331437	ENSCAFT00000039151
H1-5	ENST00000331442	ENSCAFT00000069074
TRAIP	ENST00000331456	ENSCAFT00000017607
DRG1	ENST00000331457	ENSCAFT00000049874
OR1D2	ENST00000331459	ENSCAFT00000030682
HOXD1	ENST00000331462	ENSCAFT00000048782
SMDT1	ENST00000331479	ENSCAFT00000001519
P4HB	ENST00000331483	ENSCAFT00000092800
FMNL1	ENST00000331495	ENSCAFT00000049170
CROT	ENST00000331536	ENSCAFT00000045514
NR2C2AP	ENST00000331552	ENSCAFT00000022766
RHEX	ENST00000331555	ENSCAFT00000048475
PKP3	ENST00000331563	ENSCAFT00000084770
SLC6A17	ENST00000331565	ENSCAFT00000046724
ZNF703	ENST00000331569	ENSCAFT00000010058
PSMG1	ENST00000331573	ENSCAFT00000015910
CALCA	ENST00000331587	ENSCAFT00000066000
DUSP8	ENST00000331588	ENSCAFT00000015921
BGN	ENST00000331595	ENSCAFT00000030457
P4HA3	ENST00000331597	ENSCAFT00000067434
SYNDIG1L	ENST00000331628	ENSCAFT00000026785
PCARE	ENST00000331664	ENSCAFT00000036452
DSE	ENST00000331677	ENSCAFT00000001378
SPAG16	ENST00000331683	ENSCAFT00000046650
TBK1	ENST00000331710	ENSCAFT00000064997
KCNJ12	ENST00000331718	ENSCAFT00000045066
LIMK2	ENST00000331728	ENSCAFT00000079506
FAM187A	ENST00000331733	ENSCAFT00000022180
RSRC2	ENST00000331738	ENSCAFT00000012538
SS18L1	ENST00000331758	ENSCAFT00000045814
SETD3	ENST00000331768	ENSCAFT00000068015
RNLS	ENST00000331772	ENSCAFT00000071353
JAG2	ENST00000331782	ENSCAFT00000029230
ACTB	ENST00000331789	ENSCAFT00000049223
DEXI	ENST00000331808	ENSCAFT00000030037
RANBP1	ENST00000331821	ENSCAFT00000044411
FTL	ENST00000331825	ENSCAFT00000006220
CNTN2	ENST00000331830	ENSCAFT00000037921
NDN	ENST00000331837	ENSCAFT00000016090
ACSM5	ENST00000331849	ENSCAFT00000028561
SLC35D3	ENST00000331858	ENSCAFT00000000400
DGKA	ENST00000331886	ENSCAFT00000075807
FBXL6	ENST00000331890	ENSCAFT00000045893
OPCML	ENST00000331898	ENSCAFT00000060835
PTCH1	ENST00000331920	ENSCAFT00000066660
PAXBP1	ENST00000331923	ENSCAFT00000038848
ACTG1	ENST00000331925	ENSCAFT00000024000
PRKD1	ENST00000331968	ENSCAFT00000072610
SOCS1	ENST00000332029	ENSCAFT00000030021
PHF6	ENST00000332070	ENSCAFT00000050033
WSCD2	ENST00000332082	ENSCAFT00000018097
SRPRA	ENST00000332118	ENSCAFT00000045313
SETD4	ENST00000332131	ENSCAFT00000067090
KCNH7	ENST00000332142	ENSCAFT00000016695
ODF3L1	ENST00000332145	ENSCAFT00000028686
METTL7A	ENST00000332160	ENSCAFT00000084533
PTPRM	ENST00000332175	ENSCAFT00000092214
WASHC4	ENST00000332180	ENSCAFT00000003000
VDAC2	ENST00000332211	ENSCAFT00000035107
C2CD4C	ENST00000332235	ENSCAFT00000031365
CSGALNACT1	ENST00000332246	ENSCAFT00000008601
GPRASP2	ENST00000332262	ENSCAFT00000028186
PIWIL3	ENST00000332271	ENSCAFT00000016829
SNAI3	ENST00000332281	ENSCAFT00000074834
RGS19	ENST00000332298	ENSCAFT00000045475
EMILIN3	ENST00000332312	ENSCAFT00000014593
MRGPRG	ENST00000332314	ENSCAFT00000016454
JRKL	ENST00000332349	ENSCAFT00000006535
WT1	ENST00000332351	ENSCAFT00000073423
FIGLA	ENST00000332372	ENSCAFT00000035218
SHC4	ENST00000332408	ENSCAFT00000023496
GPR19	ENST00000332427	ENSCAFT00000021006
MARCHF11	ENST00000332432	ENSCAFT00000030342
CCR10	ENST00000332438	ENSCAFT00000038613
CYB5D1	ENST00000332439	ENSCAFT00000026635
HEXIM1	ENST00000332499	ENSCAFT00000037363
HOXB4	ENST00000332503	ENSCAFT00000066324
PLA2G6	ENST00000332509	ENSCAFT00000002213
TRIML1	ENST00000332517	ENSCAFT00000093643
PTGDR2	ENST00000332539	ENSCAFT00000026080
IL1R2	ENST00000332549	ENSCAFT00000003386
LAMP1	ENST00000332556	ENSCAFT00000010234
TMPRSS9	ENST00000332578	ENSCAFT00000030835
GPR173	ENST00000332582	ENSCAFT00000025515
OSBP2	ENST00000332585	ENSCAFT00000085168
TMED9	ENST00000332598	ENSCAFT00000000364
OR6A2	ENST00000332601	ENSCAFT00000010720
TRAK2	ENST00000332624	ENSCAFT00000019481
RLIM	ENST00000332687	ENSCAFT00000027241
DBX2	ENST00000332700	ENSCAFT00000014915
XPOT	ENST00000332707	ENSCAFT00000000554
SIGIRR	ENST00000332725	ENSCAFT00000010504
KLHDC8B	ENST00000332780	ENSCAFT00000018574
ASB7	ENST00000332783	ENSCAFT00000090406
SLC22A10	ENST00000332793	ENSCAFT00000024227
CCDC28A	ENST00000332797	ENSCAFT00000000433
AEN	ENST00000332810	ENSCAFT00000047692
ANO9	ENST00000332826	ENSCAFT00000068366
PHF12	ENST00000332830	ENSCAFT00000090356
NLRP9	ENST00000332836	ENSCAFT00000003954
SLC8A1	ENST00000332839	ENSCAFT00000010451
COLEC10	ENST00000332843	ENSCAFT00000047182
VSTM4	ENST00000332853	ENSCAFT00000068549
MACC1	ENST00000332878	ENSCAFT00000003969
CYP2U1	ENST00000332884	ENSCAFT00000017805
CRADD	ENST00000332896	ENSCAFT00000045587
SPATA45	ENST00000332912	ENSCAFT00000090599
RFX6	ENST00000332958	ENSCAFT00000001421
PRKCH	ENST00000332981	ENSCAFT00000024878
YIPF7	ENST00000332990	ENSCAFT00000002888
PHACTR1	ENST00000332995	ENSCAFT00000074791
NR2C1	ENST00000333003	ENSCAFT00000010109
TNFAIP2	ENST00000333007	ENSCAFT00000028898
LYG2	ENST00000333017	ENSCAFT00000077223
NPTXR	ENST00000333039	ENSCAFT00000060123
PSMF1	ENST00000333082	ENSCAFT00000010994
TSKU	ENST00000333090	ENSCAFT00000008391
UXT	ENST00000333119	ENSCAFT00000024097
IQCF2	ENST00000333127	ENSCAFT00000016006
FIGN	ENST00000333129	ENSCAFT00000016718
MRPL40	ENST00000333130	ENSCAFT00000023200
TRIM50	ENST00000333149	ENSCAFT00000020820
ACAA1	ENST00000333167	ENSCAFT00000068809
TAS1R1	ENST00000333172	ENSCAFT00000031171
COPB2	ENST00000333188	ENSCAFT00000012160
ZNF804B	ENST00000333190	ENSCAFT00000002945
TM2D3	ENST00000333202	ENSCAFT00000036794
ZSCAN30	ENST00000333206	ENSCAFT00000028409
GPRIN3	ENST00000333209	ENSCAFT00000015661
TSEN54	ENST00000333213	ENSCAFT00000007733
BRWD1	ENST00000333229	ENSCAFT00000015967
CCDC172	ENST00000333254	ENSCAFT00000018730
TSSC4	ENST00000333256	ENSCAFT00000047991
EFNA5	ENST00000333274	ENSCAFT00000011937
IGIP	ENST00000333305	ENSCAFT00000065149
INKA1	ENST00000333323	ENSCAFT00000047076
OLIG2	ENST00000333337	ENSCAFT00000048514
SELE	ENST00000333360	ENSCAFT00000024072
VPS33B	ENST00000333371	ENSCAFT00000075105
NPB	ENST00000333383	ENSCAFT00000048629
RIOX2	ENST00000333396	ENSCAFT00000062888
FAM83F	ENST00000333407	ENSCAFT00000001989
ABHD17B	ENST00000333421	ENSCAFT00000002865
S1PR5	ENST00000333430	ENSCAFT00000028190
TMEM179B	ENST00000333449	ENSCAFT00000024777
STAC2	ENST00000333461	ENSCAFT00000026121
KNTC1	ENST00000333479	ENSCAFT00000079568
MAFA	ENST00000333480	ENSCAFT00000049608
UBA7	ENST00000333486	ENSCAFT00000017793
ADGRG3	ENST00000333493	ENSCAFT00000013806
BSG	ENST00000333511	ENSCAFT00000031352
SCN5A	ENST00000333535	ENSCAFT00000008132
GALNT17	ENST00000333538	ENSCAFT00000017769
MCEMP1	ENST00000333598	ENSCAFT00000046400
TNK2	ENST00000333602	ENSCAFT00000020518
TTC32	ENST00000333610	ENSCAFT00000060203
