WNK2	ENST00000297954	ENSCAFT00000042749
ZNF750	ENST00000269394	ENSCAFT00000020792
PLEKHM2	ENST00000375799	ENSCAFT00000025696
ZFP30	ENST00000351218	ENSCAFT00000043110
ZNF787	ENST00000270459	ENSCAFT00000067548
PTGR1	ENST00000309195	ENSCAFT00000079878
CRLF1	ENST00000392386	ENSCAFT00000023344
GNG2	ENST00000335281	ENSCAFT00000044274
ZNF502	ENST00000296091	ENSCAFT00000044381
TMEM207	ENST00000354905	ENSCAFT00000045730
BCL2L14	ENST00000308721	ENSCAFT00000021199
VPS72	ENST00000368892	ENSCAFT00000019905
HOXB13	ENST00000290295	ENSCAFT00000026707
NCAN	ENST00000252575	ENSCAFT00000022594
PPM1F	ENST00000263212	ENSCAFT00000024489
FBXL4	ENST00000229971	ENSCAFT00000005576
HAUS7	ENST00000370211	ENSCAFT00000090304
SIGLEC6	ENST00000425629	ENSCAFT00000063418
RPP30	ENST00000371703	ENSCAFT00000046379
UBA5	ENST00000356232	ENSCAFT00000010349
SPNS3	ENST00000355530	ENSCAFT00000074291
CFAP45	ENST00000368099	ENSCAFT00000018741
ADAM23	ENST00000264377	ENSCAFT00000059866
ARID5B	ENST00000279873	ENSCAFT00000048488
TMEM126A	ENST00000304511	ENSCAFT00000045438
XPOT	ENST00000332707	ENSCAFT00000000554
SLC34A1	ENST00000324417	ENSCAFT00000026025
UNC5D	ENST00000404895	ENSCAFT00000010155
NRXN2	ENST00000265459	ENSCAFT00000047054
ANOS1	ENST00000262648	ENSCAFT00000070494
ADAMTS13	ENST00000371929	ENSCAFT00000031444
CXCL6	ENST00000226317	ENSCAFT00000038728
SFSWAP	ENST00000261674	ENSCAFT00000049679
BFAR	ENST00000261658	ENSCAFT00000029825
KHDC4	ENST00000368321	ENSCAFT00000063639
ASB2	ENST00000315988	ENSCAFT00000027927
TK2	ENST00000299697	ENSCAFT00000032520
BUB3	ENST00000368865	ENSCAFT00000020147
SERPINI1	ENST00000295777	ENSCAFT00000065172
TMEM150C	ENST00000449862	ENSCAFT00000014262
MCMBP	ENST00000360003	ENSCAFT00000019431
DEDD	ENST00000368006	ENSCAFT00000020216
GLIS2	ENST00000262366	ENSCAFT00000030516
PTCD3	ENST00000254630	ENSCAFT00000012138
SNRNP48	ENST00000342415	ENSCAFT00000015209
KCTD6	ENST00000355076	ENSCAFT00000011716
DBX1	ENST00000524983	ENSCAFT00000015579
CGA	ENST00000627148	ENSCAFT00000004888
SHANK1	ENST00000293441	ENSCAFT00000045850
COLEC11	ENST00000349077	ENSCAFT00000005235
MYOG	ENST00000241651	ENSCAFT00000016370
CCDC54	ENST00000261058	ENSCAFT00000015571
TXNDC15	ENST00000358387	ENSCAFT00000001623
ANGPT2	ENST00000325203	ENSCAFT00000013697
IGFBP6	ENST00000301464	ENSCAFT00000065613
WDR45	ENST00000376372	ENSCAFT00000078656
CCL14	ENST00000618404	ENSCAFT00000028855
RCHY1	ENST00000324439	ENSCAFT00000047092
FAM163A	ENST00000341785	ENSCAFT00000021922
CAMKV	ENST00000477224	ENSCAFT00000017572
MRGPRF	ENST00000309099	ENSCAFT00000017067
NEFM	ENST00000221166	ENSCAFT00000064488
JPH1	ENST00000342232	ENSCAFT00000012994
GOLGA3	ENST00000204726	ENSCAFT00000009848
RS1	ENST00000379984	ENSCAFT00000020353
VWC2	ENST00000340652	ENSCAFT00000005379
ELFN2	ENST00000402918	ENSCAFT00000002344
LYRM7	ENST00000379380	ENSCAFT00000001139
HSBP1	ENST00000433866	ENSCAFT00000031785
PEAK3	ENST00000342063	ENSCAFT00000045252
DOLPP1	ENST00000372546	ENSCAFT00000031829
PRDM5	ENST00000264808	ENSCAFT00000006708
PLEKHA8	ENST00000449726	ENSCAFT00000060821
L2HGDH	ENST00000267436	ENSCAFT00000022629
VIRMA	ENST00000297591	ENSCAFT00000014718
COBL	ENST00000265136	ENSCAFT00000073784
MTX3	ENST00000512528	ENSCAFT00000046297
ARVCF	ENST00000263207	ENSCAFT00000067969
SEZ6	ENST00000317338	ENSCAFT00000029933
SRD5A1	ENST00000274192	ENSCAFT00000071905
FBN1	ENST00000316623	ENSCAFT00000023394
GTF2I	ENST00000573035	ENSCAFT00000018637
KBTBD4	ENST00000395288	ENSCAFT00000013366
UBE3A	ENST00000397954	ENSCAFT00000092507
TRIML1	ENST00000332517	ENSCAFT00000093643
XRRA1	ENST00000340360	ENSCAFT00000008792
ZRANB2	ENST00000370920	ENSCAFT00000032509
HUWE1	ENST00000262854	ENSCAFT00000025893
FOXA2	ENST00000377115	ENSCAFT00000008326
PRSS36	ENST00000268281	ENSCAFT00000026691
NSMCE4A	ENST00000369023	ENSCAFT00000019721
KCNA1	ENST00000382545	ENSCAFT00000024280
PHOX2B	ENST00000226382	ENSCAFT00000002818
FAM131B	ENST00000409222	ENSCAFT00000039469
MAP3K14	ENST00000344686	ENSCAFT00000021854
RMDN1	ENST00000406452	ENSCAFT00000069468
SHFL	ENST00000253110	ENSCAFT00000028442
LRFN2	ENST00000338305	ENSCAFT00000072816
ERI3	ENST00000372257	ENSCAFT00000084598
FCRL2	ENST00000361516	ENSCAFT00000026085
EDNRA	ENST00000324300	ENSCAFT00000012408
MGST3	ENST00000367884	ENSCAFT00000021201
NOL3	ENST00000268605	ENSCAFT00000037571
NRGN	ENST00000284292	ENSCAFT00000017753
SLC27A4	ENST00000300456	ENSCAFT00000049296
COQ8A	ENST00000366777	ENSCAFT00000045834
FAM71F2	ENST00000480462	ENSCAFT00000002584
AJAP1	ENST00000378190	ENSCAFT00000031010
CDK5	ENST00000485972	ENSCAFT00000079546
DNAJC16	ENST00000375847	ENSCAFT00000025782
KRTDAP	ENST00000338897	ENSCAFT00000011262
PCYT1A	ENST00000292823	ENSCAFT00000047943
GPR149	ENST00000389740	ENSCAFT00000013790
PUS1	ENST00000376649	ENSCAFT00000047970
TAF1A	ENST00000350027	ENSCAFT00000021590
CADM3	ENST00000368125	ENSCAFT00000065068
MEF2C	ENST00000437473	ENSCAFT00000074240
MOB1A	ENST00000396049	ENSCAFT00000013895
SEC24A	ENST00000398844	ENSCAFT00000001591
ST6GAL2	ENST00000361686	ENSCAFT00000003291
HMOX2	ENST00000219700	ENSCAFT00000030490
FKBP9	ENST00000242209	ENSCAFT00000005070
NPLOC4	ENST00000331134	ENSCAFT00000009294
LRRC40	ENST00000370952	ENSCAFT00000032526
TBCCD1	ENST00000338733	ENSCAFT00000021469
ATP6AP1	ENST00000369762	ENSCAFT00000031128
CSF2RA	ENST00000381524	ENSCAFT00000017564
LAMTOR4	ENST00000341942	ENSCAFT00000023119
PTRH1	ENST00000419060	ENSCAFT00000032028
RER1	ENST00000488353	ENSCAFT00000030834
HYAL1	ENST00000266031	ENSCAFT00000016857
FFAR2	ENST00000246549	ENSCAFT00000011263
ITGB6	ENST00000283249	ENSCAFT00000015738
FOXP3	ENST00000376207	ENSCAFT00000025243
PEX12	ENST00000225873	ENSCAFT00000048006
ZC3H12D	ENST00000409806	ENSCAFT00000000588
DLD	ENST00000205402	ENSCAFT00000006177
TACR1	ENST00000305249	ENSCAFT00000013011
ITGAV	ENST00000261023	ENSCAFT00000065261
PNPO	ENST00000225573	ENSCAFT00000026623
KIF18A	ENST00000263181	ENSCAFT00000016245
ZCCHC4	ENST00000302874	ENSCAFT00000026070
ASPA	ENST00000263080	ENSCAFT00000030710
GPR19	ENST00000332427	ENSCAFT00000021006
AOC2	ENST00000253799	ENSCAFT00000023348
KCTD12	ENST00000377474	ENSCAFT00000008152
PRR5	ENST00000336985	ENSCAFT00000044013
LPCAT2	ENST00000262134	ENSCAFT00000014968
TTC5	ENST00000258821	ENSCAFT00000060524
TWNK	ENST00000311916	ENSCAFT00000015492
TMA7	ENST00000438607	ENSCAFT00000042751
SLC11A2	ENST00000262051	ENSCAFT00000012640
WRNIP1	ENST00000380773	ENSCAFT00000014690
FGB	ENST00000302068	ENSCAFT00000013386
ZDHHC5	ENST00000287169	ENSCAFT00000012470
OSGIN1	ENST00000343939	ENSCAFT00000031783
RND3	ENST00000263895	ENSCAFT00000043676
MS4A13	ENST00000378186	ENSCAFT00000070011
BCL11B	ENST00000357195	ENSCAFT00000028248
MAP2K1	ENST00000307102	ENSCAFT00000061644
CFAP77	ENST00000343036	ENSCAFT00000031651
PLA2G7	ENST00000274793	ENSCAFT00000083710
ZNF624	ENST00000311331	ENSCAFT00000046525
VWCE	ENST00000335613	ENSCAFT00000044932
PEBP4	ENST00000256404	ENSCAFT00000062355
ARFIP1	ENST00000353617	ENSCAFT00000084801
CA13	ENST00000321764	ENSCAFT00000073384
MLLT3	ENST00000380338	ENSCAFT00000064193
PRMT8	ENST00000382622	ENSCAFT00000024507
SLC49A3	ENST00000404286	ENSCAFT00000084681
COL28A1	ENST00000399429	ENSCAFT00000044570
ANXA11	ENST00000372231	ENSCAFT00000063092
PLAA	ENST00000397292	ENSCAFT00000049288
FXYD3	ENST00000603181	ENSCAFT00000066234
TSKU	ENST00000333090	ENSCAFT00000008391
CNP	ENST00000393892	ENSCAFT00000079651
PKDCC	ENST00000294964	ENSCAFT00000044103
LHFPL1	ENST00000371968	ENSCAFT00000073579
ST8SIA4	ENST00000231461	ENSCAFT00000012184
ATP5F1E	ENST00000243997	ENSCAFT00000065898
AKAP7	ENST00000431975	ENSCAFT00000084240
ZNF672	ENST00000306562	ENSCAFT00000005069
SNRPD1	ENST00000300413	ENSCAFT00000028987
RANBP2	ENST00000283195	ENSCAFT00000093512
NEBL	ENST00000377122	ENSCAFT00000082992
ASAP2	ENST00000281419	ENSCAFT00000005403
PTBP3	ENST00000374255	ENSCAFT00000070578
POLDIP2	ENST00000540200	ENSCAFT00000029631
ACAP2	ENST00000326793	ENSCAFT00000021302
ZDHHC15	ENST00000373367	ENSCAFT00000090796
RPL22L1	ENST00000295830	ENSCAFT00000023727
IRF4	ENST00000380956	ENSCAFT00000014549
ACSM3	ENST00000289416	ENSCAFT00000028541
LEF1	ENST00000265165	ENSCAFT00000086599
STK38	ENST00000229812	ENSCAFT00000002183
PLPP7	ENST00000372264	ENSCAFT00000031678
TEX22	ENST00000451127	ENSCAFT00000043072
NUP98	ENST00000359171	ENSCAFT00000009477
DBX2	ENST00000332700	ENSCAFT00000014915
ENTHD1	ENST00000325157	ENSCAFT00000002017
R3HCC1L	ENST00000612478	ENSCAFT00000080968
SNED1	ENST00000310397	ENSCAFT00000020346
KLHL18	ENST00000232766	ENSCAFT00000021140
APBA2	ENST00000558259	ENSCAFT00000065536
LRRC59	ENST00000225972	ENSCAFT00000026982
DUS2	ENST00000358896	ENSCAFT00000032371
MAG	ENST00000392213	ENSCAFT00000037622
PLA2G4D	ENST00000290472	ENSCAFT00000015847
CTDSP1	ENST00000273062	ENSCAFT00000078063
KLK6	ENST00000310157	ENSCAFT00000037805
DNAJB14	ENST00000442697	ENSCAFT00000016865
SPATA24	ENST00000450845	ENSCAFT00000009183
SCAND1	ENST00000305978	ENSCAFT00000013277
SYNJ2	ENST00000355585	ENSCAFT00000076491
NAP1L2	ENST00000373517	ENSCAFT00000027219
NUP214	ENST00000359428	ENSCAFT00000031698
IL13RA1	ENST00000371666	ENSCAFT00000035455
ACADSB	ENST00000358776	ENSCAFT00000020120
ACSF2	ENST00000300441	ENSCAFT00000082400
PCNX2	ENST00000258229	ENSCAFT00000018397
PDP1	ENST00000297598	ENSCAFT00000014520
PMPCB	ENST00000249269	ENSCAFT00000006689
CAPN12	ENST00000328867	ENSCAFT00000009152
TBC1D19	ENST00000264866	ENSCAFT00000025947
ZNF783	ENST00000378052	ENSCAFT00000088986
PAQR9	ENST00000340634	ENSCAFT00000012697
FOXI2	ENST00000388920	ENSCAFT00000020834
NGF	ENST00000369512	ENSCAFT00000015453
STBD1	ENST00000237642	ENSCAFT00000013671
EPN1	ENST00000270460	ENSCAFT00000003994
FAT1	ENST00000441802	ENSCAFT00000011726
ZNF485	ENST00000361807	ENSCAFT00000043066
SKAP2	ENST00000345317	ENSCAFT00000004676
MLH1	ENST00000231790	ENSCAFT00000007703
ARMT1	ENST00000367294	ENSCAFT00000000674
GPR155	ENST00000295500	ENSCAFT00000021041
EPHX1	ENST00000272167	ENSCAFT00000071285
TRPC4	ENST00000379705	ENSCAFT00000009795
HEBP2	ENST00000607197	ENSCAFT00000000424
RPL9	ENST00000295955	ENSCAFT00000091960
FBXW4	ENST00000331272	ENSCAFT00000015767
AQP5	ENST00000293599	ENSCAFT00000013297
BRSK2	ENST00000528841	ENSCAFT00000063522
PNLDC1	ENST00000610273	ENSCAFT00000001145
LRR1	ENST00000298288	ENSCAFT00000022500
SMARCAD1	ENST00000354268	ENSCAFT00000043847
ROMO1	ENST00000336695	ENSCAFT00000020000
CUL4A	ENST00000375440	ENSCAFT00000010211
GPR101	ENST00000298110	ENSCAFT00000030127
HDHD3	ENST00000238379	ENSCAFT00000005200
FRZB	ENST00000295113	ENSCAFT00000038680
IGF2BP3	ENST00000258729	ENSCAFT00000046043
SLC25A16	ENST00000609923	ENSCAFT00000021772
EFTUD2	ENST00000426333	ENSCAFT00000022358
GFRA2	ENST00000517328	ENSCAFT00000045364
MYO1C	ENST00000359786	ENSCAFT00000030441
AARS2	ENST00000244571	ENSCAFT00000003150
ZBTB1	ENST00000554015	ENSCAFT00000043977
BTBD18	ENST00000422652	ENSCAFT00000044807
TTBK2	ENST00000267890	ENSCAFT00000017853
LRRC46	ENST00000269025	ENSCAFT00000047503
SLC26A11	ENST00000361193	ENSCAFT00000044894
EXTL1	ENST00000374280	ENSCAFT00000020161
DOCK5	ENST00000276440	ENSCAFT00000014320
CWC22	ENST00000410053	ENSCAFT00000049152
TEX30	ENST00000376032	ENSCAFT00000009635
GLT8D1	ENST00000266014	ENSCAFT00000014246
ACAD9	ENST00000308982	ENSCAFT00000006983
GAP43	ENST00000305124	ENSCAFT00000017257
PLSCR3	ENST00000535512	ENSCAFT00000025825
SLC44A5	ENST00000370855	ENSCAFT00000032485
PPP1R9A	ENST00000340694	ENSCAFT00000091310
ZBTB34	ENST00000373452	ENSCAFT00000032114
CDH15	ENST00000289746	ENSCAFT00000031571
B3GALNT2	ENST00000366600	ENSCAFT00000017927
TAGLN3	ENST00000273368	ENSCAFT00000016497
LMAN1	ENST00000251047	ENSCAFT00000000153
AAGAB	ENST00000261880	ENSCAFT00000069408
ZMYM1	ENST00000359858	ENSCAFT00000005789
EI24	ENST00000278903	ENSCAFT00000017324
GPAA1	ENST00000355091	ENSCAFT00000081541
SLC9A3R2	ENST00000424542	ENSCAFT00000077331
ANXA1	ENST00000257497	ENSCAFT00000002795
RMC1	ENST00000269221	ENSCAFT00000066173
PIAS1	ENST00000249636	ENSCAFT00000085652
GATAD2A	ENST00000358713	ENSCAFT00000062623
SLC2A8	ENST00000373371	ENSCAFT00000032066
NAT8L	ENST00000423729	ENSCAFT00000064460
TMEM70	ENST00000312184	ENSCAFT00000012975
DYNC1I1	ENST00000324972	ENSCAFT00000003385
NKD1	ENST00000268459	ENSCAFT00000067420
OR51A7	ENST00000359350	ENSCAFT00000019978
CALD1	ENST00000361675	ENSCAFT00000005101
GRK6	ENST00000355472	ENSCAFT00000090223
MBTPS2	ENST00000379484	ENSCAFT00000021054
ASCC3	ENST00000369162	ENSCAFT00000005717
NOTCH1	ENST00000277541	ENSCAFT00000031242
KLK9	ENST00000250366	ENSCAFT00000068938
MRPS28	ENST00000276585	ENSCAFT00000013335
DYRK1A	ENST00000398960	ENSCAFT00000015565
SARNP	ENST00000336133	ENSCAFT00000073320
MBTPS1	ENST00000343411	ENSCAFT00000031779
KLHL7	ENST00000339077	ENSCAFT00000074076
KCNIP3	ENST00000295225	ENSCAFT00000064466
EMC1	ENST00000477853	ENSCAFT00000045340
MIDN	ENST00000300952	ENSCAFT00000062410
UNC93B1	ENST00000227471	ENSCAFT00000059846
TAF10	ENST00000299424	ENSCAFT00000010494
VDAC1	ENST00000265333	ENSCAFT00000001522
PSMA2	ENST00000223321	ENSCAFT00000079048
CCHCR1	ENST00000376266	ENSCAFT00000083499
BTC	ENST00000395743	ENSCAFT00000090308
RIMS3	ENST00000372683	ENSCAFT00000004521
GABRB1	ENST00000295454	ENSCAFT00000002993
ZCCHC9	ENST00000254037	ENSCAFT00000077563
KIAA0100	ENST00000528896	ENSCAFT00000029756
CDC40	ENST00000307731	ENSCAFT00000006230
YTHDF2	ENST00000373812	ENSCAFT00000035288
SLC28A3	ENST00000376238	ENSCAFT00000074738
NCOA6	ENST00000359003	ENSCAFT00000012144
XPNPEP2	ENST00000371106	ENSCAFT00000029688
UBALD1	ENST00000283474	ENSCAFT00000030482
PYGB	ENST00000216962	ENSCAFT00000007041
PLAAT5	ENST00000301790	ENSCAFT00000023965
TCF15	ENST00000246080	ENSCAFT00000011122
FKBP1A	ENST00000381719	ENSCAFT00000010940
CEP250	ENST00000397527	ENSCAFT00000047311
BNIP3	ENST00000368636	ENSCAFT00000038001
CDC20B	ENST00000381375	ENSCAFT00000010869
CRTC1	ENST00000321949	ENSCAFT00000023273
OBP2B	ENST00000372034	ENSCAFT00000047760
MUC13	ENST00000616727	ENSCAFT00000046340
LRRC4C	ENST00000278198	ENSCAFT00000010899
CD160	ENST00000235933	ENSCAFT00000017763
ATP6V1D	ENST00000216442	ENSCAFT00000025963
CTLA4	ENST00000302823	ENSCAFT00000020440
IL12RB1	ENST00000593993	ENSCAFT00000023847
MSRB1	ENST00000361871	ENSCAFT00000092980
RAD21L1	ENST00000409241	ENSCAFT00000010977
VDAC2	ENST00000332211	ENSCAFT00000035107
EMC7	ENST00000256545	ENSCAFT00000048658
RIOX2	ENST00000333396	ENSCAFT00000062888
WNT6	ENST00000233948	ENSCAFT00000048324
BRK1	ENST00000530758	ENSCAFT00000008299
TSSK1B	ENST00000390666	ENSCAFT00000023505
DNASE2B	ENST00000370665	ENSCAFT00000032352
CEP170	ENST00000366542	ENSCAFT00000068368
AGFG1	ENST00000310078	ENSCAFT00000016622
A1CF	ENST00000373993	ENSCAFT00000024715
NEDD9	ENST00000379446	ENSCAFT00000044017
TFRC	ENST00000360110	ENSCAFT00000020544
CPXM2	ENST00000241305	ENSCAFT00000083599
ADAM17	ENST00000310823	ENSCAFT00000083416
DOK6	ENST00000382713	ENSCAFT00000036237
OR52A1	ENST00000328942	ENSCAFT00000039054
AGR2	ENST00000419304	ENSCAFT00000003840
HCN1	ENST00000303230	ENSCAFT00000029386
HNF1B	ENST00000610754	ENSCAFT00000028830
NEK2	ENST00000366999	ENSCAFT00000037067
RIPPLY3	ENST00000329553	ENSCAFT00000015396
SLA2	ENST00000262866	ENSCAFT00000013592
STUB1	ENST00000219548	ENSCAFT00000049790
GPR160	ENST00000355897	ENSCAFT00000023449
MTAP	ENST00000380172	ENSCAFT00000080955
OR2W3	ENST00000360358	ENSCAFT00000038187
TMEM86A	ENST00000280734	ENSCAFT00000043489
TMEM9B	ENST00000534025	ENSCAFT00000065888
CHAMP1	ENST00000361283	ENSCAFT00000010509
XYLB	ENST00000207870	ENSCAFT00000087285
SLC31A2	ENST00000259392	ENSCAFT00000005133
STK17B	ENST00000263955	ENSCAFT00000016946
CENPM	ENST00000215980	ENSCAFT00000001545
RNF112	ENST00000461366	ENSCAFT00000093898
TMC8	ENST00000318430	ENSCAFT00000008513
MYCBP2	ENST00000357337	ENSCAFT00000077115
RNF168	ENST00000318037	ENSCAFT00000093756
ATP13A2	ENST00000326735	ENSCAFT00000025109
BAZ1A	ENST00000360310	ENSCAFT00000046060
SIDT2	ENST00000324225	ENSCAFT00000020974
SYPL1	ENST00000011473	ENSCAFT00000006408
PLA2G12A	ENST00000243501	ENSCAFT00000018138
APOC3	ENST00000227667	ENSCAFT00000021144
BAP1	ENST00000460680	ENSCAFT00000035819
GDF11	ENST00000257868	ENSCAFT00000048026
EPAS1	ENST00000263734	ENSCAFT00000004132
GNPDA2	ENST00000295448	ENSCAFT00000077305
CEP95	ENST00000556440	ENSCAFT00000018575
SYT3	ENST00000338916	ENSCAFT00000004745
CAMK4	ENST00000282356	ENSCAFT00000011821
IL34	ENST00000288098	ENSCAFT00000093392
ARHGEF28	ENST00000426542	ENSCAFT00000080847
GIGYF2	ENST00000373563	ENSCAFT00000018353
CABIN1	ENST00000263119	ENSCAFT00000049789
CFAP54	ENST00000524981	ENSCAFT00000010491
FBXO15	ENST00000419743	ENSCAFT00000000047
HGF	ENST00000222390	ENSCAFT00000010288
DCLK1	ENST00000360631	ENSCAFT00000061826
TOB2	ENST00000327492	ENSCAFT00000001664
VANGL1	ENST00000310260	ENSCAFT00000035308
LIFR	ENST00000263409	ENSCAFT00000063059
POLR1D	ENST00000302979	ENSCAFT00000010876
MINK1	ENST00000355280	ENSCAFT00000024956
FBXO24	ENST00000241071	ENSCAFT00000022680
SLC25A30	ENST00000519676	ENSCAFT00000073571
SLC2A11	ENST00000345044	ENSCAFT00000088905
PRKCQ	ENST00000263125	ENSCAFT00000008336
GBE1	ENST00000429644	ENSCAFT00000065411
KDM6A	ENST00000377967	ENSCAFT00000074698
ANO6	ENST00000320560	ENSCAFT00000078090
APLP1	ENST00000221891	ENSCAFT00000067538
DYNC1I2	ENST00000397119	ENSCAFT00000093195
SPIRE1	ENST00000409402	ENSCAFT00000084730
RREB1	ENST00000349384	ENSCAFT00000046954
SCAF4	ENST00000286835	ENSCAFT00000073147
TMEM25	ENST00000313236	ENSCAFT00000020064
UTP20	ENST00000261637	ENSCAFT00000011187
CLEC2L	ENST00000422142	ENSCAFT00000043153
KCNK5	ENST00000359534	ENSCAFT00000088497
PRSS12	ENST00000296498	ENSCAFT00000037270
APOA4	ENST00000357780	ENSCAFT00000021121
TEDC2	ENST00000361837	ENSCAFT00000075351
ZNF689	ENST00000287461	ENSCAFT00000061707
LTBR	ENST00000228918	ENSCAFT00000048192
TRAK1	ENST00000327628	ENSCAFT00000008446
XIAP	ENST00000355640	ENSCAFT00000038518
COL10A1	ENST00000243222	ENSCAFT00000042952
RFX4	ENST00000392842	ENSCAFT00000002855
OR10A4	ENST00000379829	ENSCAFT00000010728
CRABP2	ENST00000368221	ENSCAFT00000026528
ITIH1	ENST00000273283	ENSCAFT00000076547
JMJD7	ENST00000397299	ENSCAFT00000048065
NRBP1	ENST00000233557	ENSCAFT00000007965
TAS2R40	ENST00000408947	ENSCAFT00000038481
NTM	ENST00000374786	ENSCAFT00000079081
GMPS	ENST00000496455	ENSCAFT00000043570
EPS15	ENST00000371733	ENSCAFT00000006237
PHF24	ENST00000242315	ENSCAFT00000003104
ALG8	ENST00000299626	ENSCAFT00000007783
RTL9	ENST00000465301	ENSCAFT00000048291
TNFSF10	ENST00000241261	ENSCAFT00000084063
KREMEN2	ENST00000303746	ENSCAFT00000030732
CD74	ENST00000009530	ENSCAFT00000076946
CLIC1	ENST00000375779	ENSCAFT00000035841
DENND2B	ENST00000313726	ENSCAFT00000071679
AIRE	ENST00000291582	ENSCAFT00000017065
HIPK3	ENST00000303296	ENSCAFT00000045084
ARF1	ENST00000272102	ENSCAFT00000016560
NIPAL3	ENST00000374399	ENSCAFT00000074506
EXTL2	ENST00000370113	ENSCAFT00000031833
KEAP1	ENST00000171111	ENSCAFT00000028191
PTK7	ENST00000230419	ENSCAFT00000002860
TNFAIP2	ENST00000333007	ENSCAFT00000028898
HTR2B	ENST00000258400	ENSCAFT00000048686
BTNL2	ENST00000374993	ENSCAFT00000001247
CTPS2	ENST00000359276	ENSCAFT00000086508
NBEA	ENST00000400445	ENSCAFT00000081295
OR5A1	ENST00000302030	ENSCAFT00000012213
OSBPL5	ENST00000263650	ENSCAFT00000016436
RRP1	ENST00000497547	ENSCAFT00000016928
ZNF706	ENST00000311212	ENSCAFT00000000899
RTBDN	ENST00000393233	ENSCAFT00000027169
VSTM4	ENST00000332853	ENSCAFT00000068549
SEC22C	ENST00000264454	ENSCAFT00000008509
TBCD	ENST00000355528	ENSCAFT00000071100
IL4R	ENST00000395762	ENSCAFT00000076791
VSTM2A	ENST00000407838	ENSCAFT00000045667
SLC25A39	ENST00000377095	ENSCAFT00000022516
RASSF10	ENST00000529419	ENSCAFT00000012878
MCM2	ENST00000265056	ENSCAFT00000045532
TUT1	ENST00000476907	ENSCAFT00000025061
ST3GAL2	ENST00000342907	ENSCAFT00000032064
ADGRL4	ENST00000370742	ENSCAFT00000066832
AXDND1	ENST00000367618	ENSCAFT00000022001
CHRDL1	ENST00000372045	ENSCAFT00000079002
FIG4	ENST00000230124	ENSCAFT00000045616
PPIL2	ENST00000335025	ENSCAFT00000024403
MIPOL1	ENST00000327441	ENSCAFT00000090005
NTF4	ENST00000593537	ENSCAFT00000006174
INHA	ENST00000243786	ENSCAFT00000024800
PXDN	ENST00000252804	ENSCAFT00000005177
GPR37L1	ENST00000367282	ENSCAFT00000038910
C1GALT1	ENST00000223122	ENSCAFT00000003498
GBX2	ENST00000306318	ENSCAFT00000019301
SRSF5	ENST00000394366	ENSCAFT00000026276
VKORC1L1	ENST00000360768	ENSCAFT00000016169
VAMP7	ENST00000286448	ENSCAFT00000071899
DALRD3	ENST00000341949	ENSCAFT00000019009
GPR182	ENST00000300098	ENSCAFT00000048440
CD79A	ENST00000221972	ENSCAFT00000067930
HOXA9	ENST00000343483	ENSCAFT00000004746
GNB4	ENST00000232564	ENSCAFT00000018016
RPP38	ENST00000378197	ENSCAFT00000037644
METRNL	ENST00000320095	ENSCAFT00000020805
PHB	ENST00000300408	ENSCAFT00000026787
LRRC10	ENST00000361484	ENSCAFT00000000687
ANTXR2	ENST00000307333	ENSCAFT00000075123
MYO9A	ENST00000356056	ENSCAFT00000027983
BRMS1L	ENST00000216807	ENSCAFT00000049026
NEK7	ENST00000367385	ENSCAFT00000077040
GLI1	ENST00000228682	ENSCAFT00000077414
SLC30A9	ENST00000264451	ENSCAFT00000085755
SEMA5A	ENST00000382496	ENSCAFT00000089608
SLC13A4	ENST00000354042	ENSCAFT00000005315
SPTLC1	ENST00000262554	ENSCAFT00000003399
PAX8	ENST00000263334	ENSCAFT00000011704
KAT8	ENST00000219797	ENSCAFT00000026659
TTLL2	ENST00000239587	ENSCAFT00000001336
TCF24	ENST00000563496	ENSCAFT00000044357
CEP135	ENST00000257287	ENSCAFT00000003446
ZNF304	ENST00000282286	ENSCAFT00000047533
ONECUT2	ENST00000491143	ENSCAFT00000000210
RAB3C	ENST00000282878	ENSCAFT00000064612
SPON1	ENST00000576479	ENSCAFT00000013333
SLC16A2	ENST00000587091	ENSCAFT00000027229
TXNRD3	ENST00000523403	ENSCAFT00000006268
AOPEP	ENST00000375315	ENSCAFT00000001997
GNMT	ENST00000372808	ENSCAFT00000002727
PTPN13	ENST00000411767	ENSCAFT00000014995
SAR1B	ENST00000402673	ENSCAFT00000043740
DIAPH3	ENST00000400324	ENSCAFT00000045223
CTSK	ENST00000271651	ENSCAFT00000019202
KLHL35	ENST00000539798	ENSCAFT00000008684
SREBF2	ENST00000361204	ENSCAFT00000001559
TM9SF3	ENST00000371142	ENSCAFT00000013978
TAFA2	ENST00000416284	ENSCAFT00000046239
SLC14A1	ENST00000321925	ENSCAFT00000062655
GAR1	ENST00000226796	ENSCAFT00000018244
MAEL	ENST00000367872	ENSCAFT00000036916
GCC2	ENST00000309863	ENSCAFT00000078150
MCFD2	ENST00000319466	ENSCAFT00000049524
SIRT4	ENST00000202967	ENSCAFT00000064376
CBWD1	ENST00000356521	ENSCAFT00000003076
IKBKE	ENST00000581977	ENSCAFT00000083682
EDA	ENST00000374552	ENSCAFT00000045621
BLOC1S4	ENST00000320776	ENSCAFT00000022771
KCTD14	ENST00000353172	ENSCAFT00000007805
PDILT	ENST00000302451	ENSCAFT00000028622
UBA1	ENST00000335972	ENSCAFT00000064176
IMPG2	ENST00000193391	ENSCAFT00000015171
